"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDX12","OUT049",3447.42845130435
"NCT06","OUT049",2476.17098073701
"FDR16","OUT019",339.828500461681
"FDE36","OUT046",3447.42845130435
"FDZ36","OUT049",3447.42845130435
"FDV13","OUT045",1132.8498619469
"NCZ17","OUT035",1534.06936358582
"FDU56","OUT045",3337.11527309237
"FDM09","OUT035",3337.11527309237
"FDV02","OUT017",2476.17098073701
"FDS34","OUT018",2476.17098073701
"FDA11","OUT049",2217.15117664975
"FDP09","OUT017",3337.11527309237
"FDB29","OUT027",1534.06936358582
"FDT19","OUT017",3337.11527309237
"DRH15","OUT017",1132.8498619469
"FDY38","OUT046",3337.11527309237
"FDF14","OUT027",5355.02535258358
"FDN48","OUT010",339.828500461681
"FDQ12","OUT013",3447.42845130435
"NCJ43","OUT045",3337.11527309237
"FDE17","OUT019",339.828500461681
"FDB05","OUT035",3447.42845130435
"FDH10","OUT045",2476.17098073701
"NCR06","OUT017",1132.8498619469
"FDU32","OUT018",3337.11527309237
"FDD56","OUT049",3337.11527309237
"FDO36","OUT018",2217.15117664975
"FDH16","OUT010",339.828500461681
"FDX10","OUT018",1132.8498619469
"FDZ37","OUT017",1534.06936358582
"FDU31","OUT010",339.828500461681
"DRC49","OUT049",2217.15117664975
"FDL15","OUT045",2476.17098073701
"FDN32","OUT019",339.828500461681
"DRH59","OUT027",1132.8498619469
"NCU29","OUT049",3447.42845130435
"FDR37","OUT019",339.828500461681
"FDS14","OUT018",3337.11527309237
"FDU02","OUT027",5355.02535258358
"FDJ08","OUT035",3337.11527309237
"NCZ06","OUT045",3337.11527309237
"FDO31","OUT049",1534.06936358582
"FDH31","OUT018",1534.06936358582
"FDS58","OUT017",3337.11527309237
"NCA53","OUT027",1534.06936358582
"FDF50","OUT046",2217.15117664975
"NCW42","OUT049",3337.11527309237
"NCQ17","OUT045",2217.15117664975
"FDK51","OUT018",3337.11527309237
"NCW41","OUT010",339.828500461681
"NCR29","OUT017",2217.15117664975
"FDB08","OUT019",339.828500461681
"FDA40","OUT027",1534.06936358582
"FDL14","OUT018",2217.15117664975
"FDB47","OUT046",3337.11527309237
"FDO03","OUT035",3337.11527309237
"DRK13","OUT019",339.828500461681
"FDX13","OUT010",339.828500461681
"FDF52","OUT046",3337.11527309237
"FDT11","OUT013",2758.6962606383
"FDB08","OUT013",3337.11527309237
"FDQ28","OUT018",3337.11527309237
"FDD29","OUT045",3337.11527309237
"NCQ29","OUT027",5355.02535258358
"NCO02","OUT013",2217.15117664975
"FDR56","OUT010",339.828500461681
"NCM54","OUT049",2476.17098073701
"FDP51","OUT035",1534.06936358582
"FDT38","OUT013",1132.8498619469
"FDZ20","OUT018",3337.11527309237
"FDJ53","OUT013",2217.15117664975
"FDX13","OUT049",3447.42845130435
"FDP58","OUT035",3337.11527309237
"NCK31","OUT019",339.828500461681
"FDA35","OUT018",2217.15117664975
"FDV37","OUT018",2217.15117664975
"NCO07","OUT027",3358.45318644068
"FDA20","OUT045",3337.11527309237
"FDZ59","OUT035",3447.42845130435
"NCY17","OUT017",1132.8498619469
"FDQ28","OUT035",2217.15117664975
"FDV35","OUT017",1132.8498619469
"FDQ36","OUT013",1534.06936358582
"FDD34","OUT018",3337.11527309237
"FDK51","OUT045",3337.11527309237
"FDV31","OUT035",3337.11527309237
"FDR04","OUT035",2217.15117664975
"FDR14","OUT049",1132.8498619469
"DRC36","OUT010",339.828500461681
"FDE39","OUT019",339.828500461681
"FDP57","OUT049",1534.06936358582
"FDE57","OUT046",3337.11527309237
"NCN18","OUT046",2476.17098073701
"NCQ05","OUT018",2217.15117664975
"FDW47","OUT035",1132.8498619469
"FDV46","OUT035",2476.17098073701
"NCP29","OUT045",2217.15117664975
"FDE09","OUT018",2476.17098073701
"NCU06","OUT027",5355.02535258358
"FDT19","OUT010",339.828500461681
"DRF15","OUT017",2476.17098073701
"DRI51","OUT013",2476.17098073701
"NCX54","OUT013",1534.06936358582
"DRE01","OUT013",3447.42845130435
"NCB07","OUT045",2476.17098073701
"FDU50","OUT035",1534.06936358582
"FDG40","OUT035",1534.06936358582
"FDW10","OUT018",2476.17098073701
"FDX51","OUT013",3337.11527309237
"NCP17","OUT045",1534.06936358582
"FDP21","OUT035",2217.15117664975
"FDL04","OUT045",1534.06936358582
"FDV23","OUT013",1132.8498619469
"FDF24","OUT046",2217.15117664975
"FDH56","OUT027",2476.17098073701
"FDB51","OUT049",1534.06936358582
"FDI58","OUT027",2476.17098073701
"FDR20","OUT013",1132.8498619469
"FDC51","OUT018",2476.17098073701
"FDB16","OUT027",2476.17098073701
"FDE40","OUT049",1132.8498619469
"NCM17","OUT035",2217.15117664975
"FDU56","OUT035",3337.11527309237
"FDS32","OUT019",339.828500461681
"FDX02","OUT049",3337.11527309237
"FDT39","OUT027",5355.02535258358
"FDE35","OUT017",1534.06936358582
"NCI42","OUT019",339.828500461681
"DRL23","OUT046",1132.8498619469
"FDA10","OUT046",1132.8498619469
"FDA11","OUT013",2217.15117664975
"NCM06","OUT046",3337.11527309237
"NCT05","OUT035",3447.42845130435
"NCQ02","OUT010",339.828500461681
"NCY06","OUT049",2476.17098073701
"FDY56","OUT035",3337.11527309237
"FDL02","OUT035",1132.8498619469
"NCI06","OUT035",1534.06936358582
"FDQ14","OUT045",2476.17098073701
"FDQ12","OUT017",3447.42845130435
"FDP36","OUT046",1534.06936358582
"FDK21","OUT027",5355.02535258358
"FDO40","OUT045",2476.17098073701
"NCK54","OUT019",339.828500461681
"FDY09","OUT018",2476.17098073701
"NCW30","OUT049",3337.11527309237
"NCC55","OUT027",1132.8498619469
"FDE58","OUT018",2476.17098073701
"FDR39","OUT013",2476.17098073701
"FDU28","OUT049",3337.11527309237
"FDH08","OUT017",3337.11527309237
"FDG35","OUT045",2476.17098073701
"FDG22","OUT049",1132.8498619469
"FDC34","OUT035",2476.17098073701
"FDP15","OUT018",3337.11527309237
"FDK34","OUT010",339.828500461681
"FDU45","OUT035",1534.06936358582
"FDQ04","OUT027",1132.8498619469
"FDX22","OUT018",3337.11527309237
"FDB45","OUT017",1132.8498619469
"NCH43","OUT027",5355.02535258358
"DRE60","OUT046",2217.15117664975
"FDD17","OUT027",5355.02535258358
"NCM54","OUT017",2476.17098073701
"NCH55","OUT013",2476.17098073701
"NCT06","OUT017",2476.17098073701
"FDA48","OUT027",5355.02535258358
"FDY58","OUT027",5355.02535258358
"FDO25","OUT045",2217.15117664975
"FDN50","OUT045",1534.06936358582
"FDH35","OUT035",2476.17098073701
"FDK09","OUT045",3337.11527309237
"FDO16","OUT013",2217.15117664975
"FDW11","OUT045",1132.8498619469
"FDU47","OUT027",1132.8498619469
"NCQ42","OUT010",339.828500461681
"FDK55","OUT027",1534.06936358582
"FDN08","OUT049",3337.11527309237
"FDT57","OUT045",3337.11527309237
"FDJ12","OUT018",3447.42845130435
"DRL59","OUT017",1132.8498619469
"NCN53","OUT046",2217.15117664975
"FDO51","OUT010",339.828500461681
"FDK56","OUT017",3337.11527309237
"FDY12","OUT035",1534.06936358582
"FDU15","OUT035",1132.8498619469
"FDQ19","OUT046",3337.11527309237
"DRF15","OUT045",2476.17098073701
"DRE25","OUT019",339.828500461681
"FDK57","OUT018",1534.06936358582
"FDD33","OUT010",339.828500461681
"FDR34","OUT027",5355.02535258358
"FDU04","OUT045",2217.15117664975
"FDE35","OUT019",339.828500461681
"NCD31","OUT035",3337.11527309237
"FDJ56","OUT035",1534.06936358582
"NCU53","OUT046",3447.42845130435
"FDD39","OUT035",3337.11527309237
"NCU17","OUT019",339.828500461681
"FDJ20","OUT046",1132.8498619469
"NCW41","OUT018",3337.11527309237
"FDL52","OUT035",1534.06936358582
"FDS39","OUT035",2217.15117664975
"DRJ47","OUT045",2758.6962606383
"FDP13","OUT010",339.828500461681
"DRK39","OUT010",339.828500461681
"FDF28","OUT010",339.828500461681
"FDB09","OUT045",2476.17098073701
"FDM51","OUT046",1534.06936358582
"DRM49","OUT018",1534.06936358582
"DRF23","OUT013",2758.6962606383
"DRH01","OUT035",2217.15117664975
"FDH12","OUT027",3358.45318644068
"FDA28","OUT019",339.828500461681
"FDW37","OUT018",1132.8498619469
"FDF02","OUT046",1132.8498619469
"DRL37","OUT046",1534.06936358582
"NCF43","OUT046",3337.11527309237
"FDH08","OUT010",339.828500461681
"FDR34","OUT019",339.828500461681
"NCK19","OUT049",3447.42845130435
"NCD55","OUT018",1132.8498619469
"FDT27","OUT049",3337.11527309237
"FDQ57","OUT045",3337.11527309237
"FDA47","OUT035",2217.15117664975
"DRG15","OUT027",1132.8498619469
"FDE05","OUT018",2217.15117664975
"FDN46","OUT046",1534.06936358582
"FDX27","OUT027",2476.17098073701
"FDT51","OUT045",1534.06936358582
"FDU33","OUT013",1132.8498619469
"FDJ16","OUT027",1534.06936358582
"FDD20","OUT019",339.828500461681
"FDT36","OUT049",1534.06936358582
"DRF15","OUT027",2476.17098073701
"FDN52","OUT010",339.828500461681
"FDC22","OUT027",5355.02535258358
"FDX15","OUT045",2476.17098073701
"FDT13","OUT013",2217.15117664975
"FDU04","OUT017",2217.15117664975
"FDU31","OUT019",339.828500461681
"FDW59","OUT027",1132.8498619469
"NCO29","OUT046",3337.11527309237
"FDL15","OUT035",1534.06936358582
"FDI41","OUT049",1534.06936358582
"FDQ48","OUT049",2217.15117664975
"DRI39","OUT013",1132.8498619469
"FDI08","OUT013",3337.11527309237
"FDC21","OUT049",2476.17098073701
"FDF58","OUT035",1132.8498619469
"FDS08","OUT010",339.828500461681
"FDE47","OUT045",2476.17098073701
"NCP18","OUT019",339.828500461681
"NCR41","OUT013",1534.06936358582
"FDA27","OUT013",3337.11527309237
"FDA43","OUT035",3337.11527309237
"FDA49","OUT045",1132.8498619469
"NCE55","OUT018",3337.11527309237
"DRM49","OUT027",1534.06936358582
"FDF22","OUT027",5355.02535258358
"FDQ15","OUT018",1132.8498619469
"NCS54","OUT017",2476.17098073701
"NCY05","OUT013",1534.06936358582
"FDR45","OUT046",3337.11527309237
"FDK57","OUT049",1534.06936358582
"FDF41","OUT010",339.828500461681
"FDV21","OUT046",2476.17098073701
"FDD51","OUT046",1132.8498619469
"FDF33","OUT046",1534.06936358582
"FDA38","OUT046",3337.11527309237
"FDR56","OUT045",3337.11527309237
"NCN41","OUT017",2217.15117664975
"FDC60","OUT027",3358.45318644068
"FDB47","OUT045",3337.11527309237
"DRH01","OUT013",2217.15117664975
"FDW08","OUT046",2476.17098073701
"FDF38","OUT027",1132.8498619469
"FDY32","OUT017",3337.11527309237
"FDG34","OUT049",1534.06936358582
"FDG47","OUT019",339.828500461681
"NCF18","OUT035",2476.17098073701
"FDL39","OUT019",339.828500461681
"NCH55","OUT035",2476.17098073701
"DRJ35","OUT049",1132.8498619469
"FDS44","OUT035",3337.11527309237
"DRE01","OUT018",2217.15117664975
"FDY39","OUT013",2217.15117664975
"FDY32","OUT018",3337.11527309237
"FDR33","OUT027",2476.17098073701
"NCP50","OUT049",2217.15117664975
"FDZ47","OUT018",1534.06936358582
"FDU57","OUT049",2217.15117664975
"FDY44","OUT013",3337.11527309237
"DRH59","OUT018",1132.8498619469
"FDB03","OUT027",5355.02535258358
"FDY46","OUT045",2476.17098073701
"FDM39","OUT045",3337.11527309237
"FDY36","OUT035",2217.15117664975
"NCM55","OUT035",3337.11527309237
"FDJ50","OUT010",339.828500461681
"DRL60","OUT013",2217.15117664975
"NCJ54","OUT049",3337.11527309237
"FDX59","OUT017",1132.8498619469
"FDI07","OUT013",3337.11527309237
"DRF51","OUT010",339.828500461681
"FDM14","OUT017",1534.06936358582
"FDP21","OUT045",3337.11527309237
"FDE40","OUT035",1132.8498619469
"FDE05","OUT035",2217.15117664975
"FDM13","OUT027",5355.02535258358
"FDC34","OUT027",2476.17098073701
"NCI55","OUT018",2476.17098073701
"NCE43","OUT018",2476.17098073701
"FDW58","OUT018",1132.8498619469
"FDG60","OUT045",3337.11527309237
"FDV31","OUT017",3337.11527309237
"FDR47","OUT013",2217.15117664975
"FDM60","OUT019",339.828500461681
"NCF06","OUT018",3337.11527309237
"NCN26","OUT027",2476.17098073701
"FDQ59","OUT049",1132.8498619469
"FDF09","OUT046",1534.06936358582
"NCS06","OUT017",3337.11527309237
"FDT44","OUT046",2476.17098073701
"FDI19","OUT017",3337.11527309237
"FDT22","OUT017",1132.8498619469
"NCF54","OUT027",2476.17098073701
"DRG25","OUT045",2217.15117664975
"FDB59","OUT017",2476.17098073701
"FDQ37","OUT017",3337.11527309237
"FDP56","OUT035",1534.06936358582
"FDW44","OUT035",3337.11527309237
"FDJ26","OUT010",339.828500461681
"FDU43","OUT018",3337.11527309237
"FDW33","OUT045",1534.06936358582
"NCX53","OUT027",3358.45318644068
"FDN56","OUT010",339.828500461681
"DRF15","OUT049",2476.17098073701
"FDO33","OUT017",2476.17098073701
"FDZ39","OUT010",339.828500461681
"NCJ19","OUT017",1534.06936358582
"FDU01","OUT035",1534.06936358582
"FDT12","OUT035",3447.42845130435
"NCM18","OUT018",1132.8498619469
"FDP19","OUT017",2476.17098073701
"NCR42","OUT049",1132.8498619469
"FDN10","OUT046",2476.17098073701
"FDG44","OUT017",1534.06936358582
"FDQ10","OUT046",3337.11527309237
"DRH13","OUT049",2217.15117664975
"FDT52","OUT013",3337.11527309237
"FDM56","OUT045",2476.17098073701
"NCO43","OUT010",339.828500461681
"NCV29","OUT035",2217.15117664975
"NCF06","OUT013",3337.11527309237
"FDO50","OUT035",1534.06936358582
"FDT59","OUT013",2758.6962606383
"FDX40","OUT027",3358.45318644068
"FDE50","OUT017",2476.17098073701
"FDX51","OUT017",3337.11527309237
"NCD30","OUT018",1132.8498619469
"FDK15","OUT013",1534.06936358582
"FDL12","OUT045",1534.06936358582
"FDK46","OUT017",3337.11527309237
"DRH49","OUT010",339.828500461681
"FDQ57","OUT046",3337.11527309237
"FDY59","OUT017",2217.15117664975
"FDO09","OUT018",3337.11527309237
"NCG30","OUT035",1132.8498619469
"FDM09","OUT017",3337.11527309237
"NCN17","OUT027",3358.45318644068
"NCS42","OUT013",1534.06936358582
"FDD02","OUT019",339.828500461681
"FDE34","OUT013",3337.11527309237
"FDU38","OUT045",3337.11527309237
"FDB33","OUT046",2476.17098073701
"NCJ29","OUT017",2217.15117664975
"FDZ27","OUT035",1534.06936358582
"FDI40","OUT013",1534.06936358582
"FDG22","OUT013",1132.8498619469
"FDT51","OUT017",1534.06936358582
"FDF20","OUT018",3337.11527309237
"FDV50","OUT035",1534.06936358582
"FDT02","OUT049",1132.8498619469
"DRC49","OUT017",2217.15117664975
"FDF26","OUT049",2217.15117664975
"FDV52","OUT035",1534.06936358582
"FDX59","OUT049",1132.8498619469
"FDV25","OUT035",2217.15117664975
"FDW23","OUT027",1534.06936358582
"FDE53","OUT018",1534.06936358582
"FDA19","OUT017",3337.11527309237
"FDH22","OUT046",1534.06936358582
"NCO41","OUT013",2217.15117664975
"FDX12","OUT017",3337.11527309237
"FDF17","OUT013",3447.42845130435
"FDS11","OUT045",2217.15117664975
"FDR51","OUT035",2217.15117664975
"FDT49","OUT010",339.828500461681
"FDC56","OUT013",2476.17098073701
"FDR13","OUT027",1534.06936358582
"FDQ60","OUT035",2217.15117664975
"FDN38","OUT049",3447.42845130435
"NCL29","OUT013",2217.15117664975
"FDO13","OUT027",5355.02535258358
"FDE26","OUT018",1534.06936358582
"FDA31","OUT010",339.828500461681
"FDX14","OUT035",1132.8498619469
"FDA34","OUT045",3337.11527309237
"FDF26","OUT013",2217.15117664975
"FDE38","OUT045",2217.15117664975
"DRI11","OUT046",2758.6962606383
"FDQ60","OUT027",3358.45318644068
"FDL21","OUT027",1132.8498619469
"DRC12","OUT027",5355.02535258358
"FDC47","OUT046",3337.11527309237
"FDE57","OUT045",3337.11527309237
"FDT14","OUT045",2476.17098073701
"NCZ53","OUT046",3337.11527309237
"FDE28","OUT018",3337.11527309237
"FDR19","OUT035",2476.17098073701
"NCF54","OUT019",339.828500461681
"FDZ08","OUT046",2476.17098073701
"NCJ05","OUT018",3337.11527309237
"FDF59","OUT046",2476.17098073701
"NCO05","OUT035",2217.15117664975
"FDW24","OUT018",2217.15117664975
"NCX42","OUT018",3337.11527309237
"NCA53","OUT035",1534.06936358582
"FDI45","OUT019",339.828500461681
"FDG46","OUT046",2476.17098073701
"FDM20","OUT010",339.828500461681
"FDW11","OUT010",339.828500461681
"FDX08","OUT035",3337.11527309237
"NCK17","OUT035",1534.06936358582
"FDK32","OUT018",2476.17098073701
"NCA42","OUT035",3337.11527309237
"DRI01","OUT035",2217.15117664975
"NCL55","OUT049",3337.11527309237
"DRE25","OUT018",1534.06936358582
"FDD14","OUT017",2476.17098073701
"FDB10","OUT046",3337.11527309237
"DRN11","OUT035",2758.6962606383
"FDP38","OUT018",1534.06936358582
"NCA30","OUT017",2476.17098073701
"FDT15","OUT017",3337.11527309237
"NCP55","OUT018",2217.15117664975
"FDF12","OUT035",2217.15117664975
"FDM21","OUT018",3337.11527309237
"FDX56","OUT035",3337.11527309237
"FDF10","OUT017",2476.17098073701
"FDT32","OUT045",2476.17098073701
"FDM51","OUT018",1534.06936358582
"NCR50","OUT018",2476.17098073701
"FDI19","OUT049",3337.11527309237
"FDX21","OUT017",1534.06936358582
"FDR31","OUT035",3337.11527309237
"FDY02","OUT013",3337.11527309237
"NCA29","OUT045",3337.11527309237
"NCX17","OUT046",3337.11527309237
"FDM12","OUT045",2217.15117664975
"FDI53","OUT027",5355.02535258358
"NCU30","OUT049",2217.15117664975
"FDC56","OUT027",2476.17098073701
"FDK27","OUT018",1534.06936358582
"NCK18","OUT017",3337.11527309237
"FDB52","OUT019",339.828500461681
"DRG25","OUT027",5355.02535258358
"FDZ13","OUT049",1534.06936358582
"FDB57","OUT019",339.828500461681
"FDR40","OUT046",1534.06936358582
"NCO14","OUT019",339.828500461681
"NCN19","OUT045",3337.11527309237
"FDQ28","OUT019",339.828500461681
"FDO13","OUT018",2217.15117664975
"FDK48","OUT013",2217.15117664975
"FDU07","OUT018",3337.11527309237
"FDW20","OUT046",2476.17098073701
"FDV12","OUT010",339.828500461681
"FDH24","OUT013",2217.15117664975
"FDV59","OUT049",2758.6962606383
"FDK57","OUT045",2476.17098073701
"FDL16","OUT027",1132.8498619469
"NCQ17","OUT046",2217.15117664975
"FDJ15","OUT018",3337.11527309237
"FDX24","OUT049",2217.15117664975
"FDT47","OUT046",1132.8498619469
"FDT10","OUT049",1132.8498619469
"FDZ37","OUT018",1534.06936358582
"FDW43","OUT027",5355.02535258358
"DRN36","OUT017",1534.06936358582
"FDJ14","OUT045",1534.06936358582
"FDA32","OUT013",3337.11527309237
"FDJ38","OUT019",339.828500461681
"FDQ57","OUT017",3337.11527309237
"NCQ41","OUT019",339.828500461681
"FDG56","OUT049",1534.06936358582
"DRC13","OUT027",3358.45318644068
"FDV55","OUT035",2476.17098073701
"FDQ49","OUT045",2476.17098073701
"FDE29","OUT010",339.828500461681
"FDR03","OUT013",3337.11527309237
"FDD45","OUT049",1534.06936358582
"FDN38","OUT010",339.828500461681
"FDT56","OUT046",1132.8498619469
"FDT48","OUT045",3447.42845130435
"FDU03","OUT049",2476.17098073701
"FDC56","OUT010",339.828500461681
"NCO43","OUT027",3358.45318644068
"FDQ27","OUT017",2217.15117664975
"FDR03","OUT046",3337.11527309237
"DRH23","OUT010",339.828500461681
"FDG22","OUT045",1132.8498619469
"NCJ42","OUT013",1132.8498619469
"FDR24","OUT046",1534.06936358582
"FDW60","OUT035",3447.42845130435
"FDJ08","OUT013",3337.11527309237
"DRL59","OUT018",1132.8498619469
"FDG60","OUT010",339.828500461681
"FDW27","OUT017",2217.15117664975
"FDX14","OUT018",1132.8498619469
"FDC20","OUT013",1534.06936358582
"NCS29","OUT018",3337.11527309237
"FDJ56","OUT046",2476.17098073701
"FDB20","OUT019",339.828500461681
"FDL28","OUT027",5355.02535258358
"FDW01","OUT018",1534.06936358582
"FDL03","OUT046",3337.11527309237
"FDX22","OUT049",3337.11527309237
"FDJ21","OUT035",2476.17098073701
"FDR31","OUT045",3337.11527309237
"FDG21","OUT035",1534.06936358582
"FDS22","OUT027",1132.8498619469
"FDK08","OUT035",1534.06936358582
"FDE17","OUT018",2476.17098073701
"NCN30","OUT017",1132.8498619469
"FDT50","OUT046",1534.06936358582
"NCX42","OUT049",3337.11527309237
"FDJ12","OUT035",3447.42845130435
"NCA18","OUT027",2476.17098073701
"FDP23","OUT019",339.828500461681
"FDX12","OUT013",3447.42845130435
"FDN40","OUT018",2217.15117664975
"FDV48","OUT035",2217.15117664975
"NCY54","OUT013",2476.17098073701
"FDL16","OUT010",339.828500461681
"FDR45","OUT018",3337.11527309237
"FDJ52","OUT046",3337.11527309237
"DRG01","OUT017",1534.06936358582
"FDP52","OUT013",3337.11527309237
"FDU58","OUT017",3337.11527309237
"FDL02","OUT045",1132.8498619469
"FDG28","OUT013",3337.11527309237
"FDA19","OUT035",3337.11527309237
"FDW46","OUT027",1132.8498619469
"NCD43","OUT049",1534.06936358582
"DRG39","OUT013",1132.8498619469
"NCF55","OUT049",1534.06936358582
"FDJ07","OUT046",1534.06936358582
"FDE08","OUT046",2476.17098073701
"FDP56","OUT019",339.828500461681
"FDT45","OUT045",1132.8498619469
"FDF17","OUT018",2217.15117664975
"FDX44","OUT046",2476.17098073701
"FDM28","OUT027",3358.45318644068
"FDI36","OUT049",3447.42845130435
"FDS07","OUT045",2476.17098073701
"FDD36","OUT045",2217.15117664975
"FDW11","OUT046",1132.8498619469
"FDN40","OUT049",2217.15117664975
"NCQ18","OUT049",1132.8498619469
"NCQ54","OUT017",2476.17098073701
"NCS42","OUT045",2476.17098073701
"DRH39","OUT010",339.828500461681
"FDC09","OUT027",2476.17098073701
"FDT08","OUT010",339.828500461681
"FDC08","OUT035",3337.11527309237
"FDT20","OUT017",1132.8498619469
"FDS35","OUT035",1132.8498619469
"FDX58","OUT018",3337.11527309237
"FDW58","OUT046",1132.8498619469
"DRD27","OUT046",1132.8498619469
"FDH32","OUT019",339.828500461681
"FDS26","OUT035",3337.11527309237
"FDQ31","OUT046",2476.17098073701
"FDP11","OUT018",2758.6962606383
"FDD58","OUT017",1534.06936358582
"FDM33","OUT045",3337.11527309237
"FDZ16","OUT049",3337.11527309237
"NCS29","OUT010",339.828500461681
"NCM18","OUT019",339.828500461681
"FDP11","OUT049",2758.6962606383
"NCC42","OUT017",2217.15117664975
"DRM23","OUT046",2758.6962606383
"NCN55","OUT027",5355.02535258358
"FDK46","OUT013",3337.11527309237
"FDR01","OUT046",2217.15117664975
"NCA05","OUT045",3337.11527309237
"NCP43","OUT017",3337.11527309237
"FDR12","OUT010",339.828500461681
"FDQ01","OUT013",3337.11527309237
"FDM13","OUT046",2217.15117664975
"FDQ19","OUT017",3337.11527309237
"FDK56","OUT019",339.828500461681
"NCX06","OUT010",339.828500461681
"FDO56","OUT027",2476.17098073701
"FDU45","OUT045",2476.17098073701
"FDI16","OUT019",339.828500461681
"FDL32","OUT046",2476.17098073701
"FDA07","OUT046",3337.11527309237
"FDA14","OUT045",2476.17098073701
"FDV46","OUT027",2476.17098073701
"NCO07","OUT035",3447.42845130435
"NCP41","OUT046",3337.11527309237
"FDY60","OUT018",2217.15117664975
"FDN38","OUT017",3447.42845130435
"FDO15","OUT046",2476.17098073701
"FDT60","OUT013",2217.15117664975
"FDA55","OUT035",3337.11527309237
"FDE02","OUT010",339.828500461681
"DRJ39","OUT049",3337.11527309237
"FDV34","OUT035",1534.06936358582
"FDS20","OUT027",5355.02535258358
"FDF02","OUT027",1534.06936358582
"FDW40","OUT017",1534.06936358582
"NCB43","OUT046",2476.17098073701
"FDR58","OUT017",1534.06936358582
"DRJ59","OUT035",1132.8498619469
"NCD30","OUT017",1132.8498619469
"FDE14","OUT017",1534.06936358582
"FDC28","OUT018",2217.15117664975
"FDU16","OUT018",1534.06936358582
"NCD19","OUT035",1534.06936358582
"FDU21","OUT046",1132.8498619469
"FDV59","OUT027",2758.6962606383
"FDU03","OUT045",2476.17098073701
"FDC33","OUT010",339.828500461681
"NCR42","OUT035",1132.8498619469
"DRH59","OUT035",1132.8498619469
"NCM31","OUT035",3447.42845130435
"FDS50","OUT035",3337.11527309237
"FDP39","OUT046",1132.8498619469
"FDQ55","OUT013",2476.17098073701
"FDV36","OUT019",339.828500461681
"FDI05","OUT027",1534.06936358582
"FDS45","OUT027",2476.17098073701
"FDA39","OUT045",1534.06936358582
"FDC37","OUT010",339.828500461681
"FDJ60","OUT027",3358.45318644068
"DRQ35","OUT046",2758.6962606383
"NCJ06","OUT046",1132.8498619469
"NCY42","OUT018",3337.11527309237
"DRM37","OUT049",2217.15117664975
"FDR14","OUT045",1132.8498619469
"FDE51","OUT049",1534.06936358582
"FDT33","OUT017",3337.11527309237
"FDR08","OUT013",2476.17098073701
"FDE36","OUT010",339.828500461681
"FDL22","OUT019",339.828500461681
"FDR44","OUT013",3337.11527309237
"FDI56","OUT019",339.828500461681
"FDE47","OUT010",339.828500461681
"FDV27","OUT010",339.828500461681
"FDV10","OUT049",1534.06936358582
"FDC40","OUT045",1132.8498619469
"NCX41","OUT013",3337.11527309237
"NCQ38","OUT027",3358.45318644068
"FDV12","OUT027",3358.45318644068
"FDE52","OUT017",1534.06936358582
"FDG20","OUT027",5355.02535258358
"FDV16","OUT027",1132.8498619469
"FDI32","OUT017",1132.8498619469
"FDJ32","OUT049",1534.06936358582
"FDN39","OUT018",2476.17098073701
"FDY34","OUT017",3337.11527309237
"FDC14","OUT035",1132.8498619469
"FDA55","OUT017",3337.11527309237
"FDZ50","OUT010",339.828500461681
"DRG13","OUT049",2217.15117664975
"FDP01","OUT013",2476.17098073701
"NCG54","OUT017",2476.17098073701
"FDM13","OUT045",2217.15117664975
"NCO18","OUT027",5355.02535258358
"NCW41","OUT013",3337.11527309237
"FDM52","OUT027",3358.45318644068
"NCF55","OUT035",1132.8498619469
"FDT09","OUT046",2476.17098073701
"NCM19","OUT035",2217.15117664975
"FDW12","OUT018",2217.15117664975
"FDP15","OUT019",339.828500461681
"FDK36","OUT045",2217.15117664975
"FDZ25","OUT035",2217.15117664975
"NCW06","OUT049",2476.17098073701
"FDW60","OUT046",3447.42845130435
"DRC49","OUT013",2217.15117664975
"NCT17","OUT035",3447.42845130435
"NCN06","OUT018",2476.17098073701
"FDC45","OUT013",2476.17098073701
"DRJ47","OUT019",339.828500461681
"NCF06","OUT045",3337.11527309237
"FDE21","OUT010",339.828500461681
"DRG27","OUT013",1132.8498619469
"FDW40","OUT049",2217.15117664975
"NCO53","OUT046",3337.11527309237
"FDE23","OUT049",1132.8498619469
"FDQ16","OUT046",2476.17098073701
"FDS26","OUT045",3337.11527309237
"FDZ13","OUT010",339.828500461681
"FDS14","OUT049",2217.15117664975
"FDC10","OUT045",2476.17098073701
"FDY16","OUT049",3337.11527309237
"FDJ20","OUT035",2476.17098073701
"FDV43","OUT035",1132.8498619469
"FDZ32","OUT027",2476.17098073701
"FDR23","OUT046",1132.8498619469
"FDN24","OUT035",1534.06936358582
"FDE34","OUT027",5355.02535258358
"FDU31","OUT013",3337.11527309237
"FDW33","OUT018",1534.06936358582
"FDU26","OUT046",2476.17098073701
"FDE20","OUT027",5355.02535258358
"NCW05","OUT035",1534.06936358582
"FDB22","OUT018",3337.11527309237
"FDO56","OUT046",2476.17098073701
"FDA19","OUT027",2476.17098073701
"DRI39","OUT045",1132.8498619469
"FDH52","OUT018",1534.06936358582
"FDZ50","OUT035",3337.11527309237
"NCN42","OUT035",2476.17098073701
"FDB53","OUT013",1534.06936358582
"DRG11","OUT017",2758.6962606383
"DRK11","OUT027",5355.02535258358
"FDQ60","OUT017",2217.15117664975
"FDT36","OUT017",1534.06936358582
